policyholder_id,age,gender,policy_type,annual_premium,policy_start_date,policy_duration_months,has_claim,claim_amount,region
413,48,Male,Motor,2523.47,2023-08-31,56,0,0.0,London
414,26,Male,Home,1903.92,2019-12-29,66,0,0.0,Midlands
415,35,Female,Life,2159.9,2021-03-13,9,0,0.0,London
416,61,Male,Health,2047.93,2020-04-26,40,0,0.0,South East
417,74,Male,Home,657.25,2019-12-11,7,0,0.0,South East
418,44,Female,Home,1316.48,2021-11-29,64,0,0.0,South East
419,68,Female,Home,319.84,2022-03-13,42,0,0.0,London
420,29,Female,Health,2029.61,2021-02-08,39,0,0.0,Wales
421,66,Female,Motor,1696.69,2020-09-11,13,0,0.0,Scotland
422,63,Female,Life,2138.04,2018-04-15,69,0,0.0,Midlands
423,51,Female,Home,395.36,2020-02-17,49,0,0.0,London
424,59,Female,Health,2114.04,2023-09-09,44,0,0.0,Scotland
425,60,Male,Motor,1571.11,2020-11-25,29,0,0.0,Scotland
426,66,Male,Motor,902.99,2021-06-11,59,0,0.0,Midlands
427,41,Female,Home,618.01,2018-08-08,15,0,0.0,London
428,32,Female,Home,1415.39,2019-09-10,23,0,0.0,Midlands
429,61,Female,Motor,2628.46,2020-01-09,16,0,0.0,North West
430,36,Female,Home,312.73,2021-01-25,32,0,0.0,London
431,73,Male,Home,2361.64,2018-12-27,22,0,0.0,North West
432,50,Female,Health,1334.95,2018-06-04,31,0,0.0,Wales
433,45,Male,Motor,311.13,2020-10-16,34,0,0.0,Midlands
434,33,Male,Home,1889.41,2019-11-16,14,0,0.0,Midlands
435,43,Female,Life,1910.2,2021-10-15,61,0,0.0,Wales
436,46,Female,Home,808.75,2022-07-11,8,0,0.0,North West
437,33,Male,Life,1892.17,2019-11-24,21,0,0.0,North West
438,27,Female,Health,990.63,2023-12-31,12,0,0.0,London
439,31,Male,Motor,612.63,2022-12-25,54,1,4164.71,North West
440,38,Male,Motor,2086.49,2023-11-02,40,0,0.0,North West
441,51,Male,Home,1967.78,2021-03-03,20,0,0.0,South East
442,63,Male,Life,2545.05,2020-04-06,51,0,0.0,Midlands
443,27,Female,Health,2158.15,2023-05-23,48,0,0.0,London
444,30,Male,Life,2106.36,2019-09-03,17,0,0.0,London
445,71,Male,Health,2039.71,2023-02-14,43,0,0.0,London
446,36,Male,Health,1272.58,2021-07-04,60,0,0.0,London
447,73,Male,Motor,673.66,2019-11-30,48,0,0.0,South East
448,64,Female,Health,550.97,2021-11-04,29,1,6303.63,South East
449,49,Female,Life,2051.89,2019-11-15,20,1,11032.96,Wales
450,35,Male,Home,1895.03,2022-11-30,29,0,0.0,North West
451,64,Male,Health,2675.87,2019-06-20,67,0,0.0,London
452,51,Female,Motor,1006.35,2021-07-11,7,0,0.0,North West
453,74,Male,Health,2108.58,2021-10-17,72,0,0.0,North West
454,31,Female,Life,971.16,2021-11-17,55,1,12483.35,Scotland
455,64,Male,Motor,2822.8,2023-09-02,66,0,0.0,Scotland
456,29,Female,Motor,1193.42,2021-02-13,12,0,0.0,South East
457,49,Female,Life,512.84,2022-12-25,63,1,7727.61,Midlands
458,56,Male,Motor,1413.31,2018-01-01,17,0,0.0,Wales
459,65,Female,Health,1818.3,2023-02-12,49,0,0.0,London
460,39,Female,Motor,2372.02,2023-04-22,52,0,0.0,London
461,73,Male,Motor,1258.88,2021-04-10,72,0,0.0,London
462,35,Female,Motor,2235.51,2022-08-04,19,0,0.0,London
463,32,Female,Motor,2526.3,2020-02-20,49,1,6509.82,Wales
464,68,Male,Life,1516.36,2023-08-28,23,0,0.0,London
465,72,Male,Home,1468.59,2023-06-02,71,0,0.0,Scotland
466,69,Male,Life,646.63,2022-05-06,47,0,0.0,Midlands
467,63,Male,Motor,2901.7,2021-04-19,63,0,0.0,London
468,63,Female,Life,1779.08,2021-07-09,33,1,9550.43,Midlands
469,47,Male,Health,2055.23,2019-12-30,70,0,0.0,North West
470,70,Male,Life,1818.16,2022-09-06,42,0,0.0,Midlands
471,25,Male,Motor,692.38,2018-08-20,31,0,0.0,North West
472,43,Female,Motor,467.49,2021-04-23,32,0,0.0,London
473,53,Male,Home,2123.92,2020-07-07,55,0,0.0,North West
474,69,Female,Life,426.85,2022-04-12,55,0,0.0,North West
475,68,Female,Health,445.27,2020-10-26,31,0,0.0,North West
476,53,Male,Health,2202.5,2022-02-15,31,0,0.0,Wales
477,43,Female,Motor,2143.18,2020-02-05,28,0,0.0,London
478,27,Female,Motor,1013.45,2019-10-22,38,1,7261.8,Wales
479,27,Male,Health,1911.58,2021-05-18,68,0,0.0,South East
480,29,Female,Home,2883.87,2023-11-03,14,0,0.0,London
481,59,Female,Motor,897.23,2020-05-23,48,0,0.0,Midlands
482,73,Female,Health,2523.96,2018-02-06,20,0,0.0,South East
483,66,Male,Health,2142.89,2021-08-07,54,0,0.0,Wales
484,49,Female,Home,1063.64,2023-10-19,53,0,0.0,South East
485,56,Male,Motor,2059.13,2021-08-05,71,1,1891.37,Wales
486,74,Male,Home,869.11,2020-05-23,60,0,0.0,London
487,69,Female,Home,2837.33,2019-09-22,9,0,0.0,Midlands
488,30,Male,Motor,2444.38,2018-10-16,35,0,0.0,Midlands
489,53,Female,Home,345.61,2019-04-30,6,0,0.0,South East
490,73,Male,Life,495.99,2023-08-22,19,0,0.0,North West
491,63,Male,Motor,2802.07,2022-04-12,56,0,0.0,London
492,35,Male,Motor,1355.68,2021-04-23,24,0,0.0,Scotland
493,75,Female,Health,330.11,2019-08-03,21,1,8804.42,Midlands
494,60,Male,Motor,2320.4,2021-11-09,33,0,0.0,North West
495,57,Male,Motor,896.13,2020-11-01,30,1,10229.18,South East
496,28,Female,Home,497.49,2018-10-03,38,1,11021.04,South East
497,46,Female,Motor,2069.78,2019-02-14,42,0,0.0,Scotland
498,45,Female,Home,1964.12,2021-06-06,25,0,0.0,Midlands
499,45,Female,Motor,1145.68,2020-06-26,61,0,0.0,Midlands
500,68,Female,Health,1549.69,2022-01-09,45,0,0.0,London
501,66,Male,Life,2618.53,2019-07-28,31,0,0.0,Scotland
502,29,Male,Health,2593.89,2018-05-08,57,0,0.0,London
503,27,Female,Home,2996.57,2023-04-18,25,0,0.0,London
504,74,Female,Motor,1653.03,2019-01-06,56,0,0.0,London
505,40,Male,Life,679.0,2019-10-15,28,0,0.0,South East
506,34,Female,Health,409.13,2023-06-21,35,1,5856.81,London
507,38,Female,Home,2778.34,2018-07-10,11,0,0.0,Midlands
508,70,Female,Life,1010.95,2019-12-14,54,0,0.0,Midlands
509,66,Male,Home,1316.09,2020-07-01,72,0,0.0,Scotland
510,47,Female,Life,2695.36,2018-01-28,70,0,0.0,South East
511,39,Male,Home,1058.19,2019-09-08,29,1,9229.29,Scotland
512,67,Male,Home,1191.61,2019-04-10,67,0,0.0,South East
513,62,Male,Home,1409.43,2020-09-25,11,1,9089.04,London
514,57,Male,Health,696.54,2019-11-13,39,0,0.0,South East
515,50,Male,Health,2265.53,2021-03-07,16,1,9294.63,South East
516,55,Male,Motor,1409.07,2019-08-08,29,0,0.0,South East
517,35,Female,Health,1910.64,2018-10-09,35,0,0.0,London
518,26,Male,Home,2755.22,2022-09-16,25,0,0.0,London
519,64,Male,Health,1734.86,2019-04-27,17,0,0.0,London
520,63,Male,Health,2392.15,2022-11-03,72,0,0.0,Scotland
521,69,Female,Motor,2466.21,2022-04-11,50,0,0.0,North West
522,73,Male,Home,987.2,2020-08-10,16,0,0.0,Scotland
523,51,Female,Motor,2214.7,2018-01-30,72,1,604.31,North West
524,69,Female,Home,587.77,2022-10-12,38,0,0.0,South East
525,61,Female,Home,2977.86,2022-06-16,32,0,0.0,North West
526,55,Male,Home,1798.26,2020-11-05,45,0,0.0,North West
527,50,Male,Health,2080.06,2020-07-30,63,0,0.0,Wales
528,31,Male,Home,2422.42,2018-08-02,26,0,0.0,North West
529,30,Male,Home,1920.66,2018-12-28,14,0,0.0,Midlands
530,63,Male,Life,2812.85,2022-06-30,72,0,0.0,Wales
531,28,Male,Home,1485.22,2020-04-06,72,0,0.0,London
532,63,Male,Home,2119.87,2022-01-13,36,0,0.0,Wales
533,30,Female,Life,1253.44,2022-06-07,57,0,0.0,South East
534,72,Male,Health,1783.9,2021-11-26,50,0,0.0,Midlands
535,63,Male,Home,1390.68,2018-01-20,39,1,7840.45,South East
536,57,Female,Motor,615.92,2023-10-04,38,0,0.0,Scotland
537,61,Female,Life,2908.35,2023-06-04,37,0,0.0,Wales
538,54,Female,Health,2627.46,2023-05-29,20,0,0.0,Midlands
539,75,Male,Life,920.81,2021-07-17,58,0,0.0,South East
540,25,Female,Motor,551.13,2021-11-01,15,0,0.0,London
541,45,Female,Motor,1849.02,2020-01-19,30,0,0.0,London
542,72,Male,Health,858.3,2020-04-10,37,0,0.0,Midlands
543,74,Male,Motor,511.92,2023-07-11,6,0,0.0,South East
544,27,Female,Home,1151.63,2021-01-30,68,1,11581.8,South East
545,50,Male,Life,646.26,2023-11-24,60,0,0.0,South East
546,57,Female,Home,2153.11,2019-12-17,64,0,0.0,North West
547,54,Female,Life,331.91,2020-05-13,54,0,0.0,Midlands
548,64,Female,Motor,1009.69,2021-01-08,66,0,0.0,Midlands
549,36,Female,Home,1431.55,2022-03-05,52,0,0.0,Midlands
550,36,Male,Health,2152.23,2019-02-14,40,0,0.0,South East
551,49,Male,Motor,2889.7,2019-09-05,66,0,0.0,London
552,56,Male,Health,2593.35,2023-10-19,46,0,0.0,Midlands
553,60,Male,Home,2164.47,2018-09-03,33,0,0.0,South East
554,65,Male,Home,1203.57,2022-01-18,52,0,0.0,Wales
555,41,Female,Motor,627.34,2020-03-25,28,0,0.0,Midlands
556,45,Female,Life,1506.71,2018-11-18,54,0,0.0,South East
557,34,Male,Home,2807.13,2022-09-24,57,0,0.0,London
558,35,Female,Motor,1155.57,2021-04-08,40,0,0.0,Midlands
559,53,Female,Life,1706.53,2023-01-19,58,1,12886.07,London
560,40,Female,Health,2191.88,2018-11-24,32,1,1993.64,London
561,55,Male,Motor,1371.93,2018-12-07,19,0,0.0,London
562,66,Female,Motor,967.97,2021-03-09,62,0,0.0,London
563,35,Male,Motor,1263.47,2021-08-25,66,0,0.0,Scotland
564,42,Female,Motor,2860.91,2019-12-27,64,0,0.0,North West
565,61,Female,Home,2026.73,2021-06-22,50,0,0.0,London
566,30,Female,Motor,1412.95,2019-09-30,44,1,8088.09,North West
567,33,Female,Motor,1744.77,2023-07-08,67,0,0.0,North West
568,43,Male,Life,1780.17,2020-02-12,58,0,0.0,South East
569,40,Male,Life,2044.18,2022-03-30,34,0,0.0,Midlands
570,40,Female,Motor,2305.9,2021-01-06,58,1,1492.73,London
571,32,Female,Home,1034.76,2023-07-09,30,0,0.0,London
572,59,Male,Motor,576.14,2021-01-07,22,0,0.0,North West
573,39,Male,Motor,1632.66,2021-11-01,59,0,0.0,North West
574,48,Female,Life,385.69,2018-11-25,24,1,11746.97,London
575,55,Male,Motor,2572.16,2022-04-12,7,1,11638.11,London
576,74,Female,Motor,2985.25,2020-03-26,64,0,0.0,London
577,67,Male,Home,2139.89,2021-07-02,47,1,11059.44,North West
578,60,Male,Motor,2024.0,2020-03-24,52,0,0.0,Scotland
579,38,Male,Motor,1472.24,2018-03-03,27,0,0.0,South East
580,50,Male,Motor,413.38,2023-05-01,25,0,0.0,London
581,35,Female,Motor,1970.34,2018-09-03,13,0,0.0,London
582,59,Male,Motor,928.22,2021-11-23,62,0,0.0,London
583,49,Female,Life,976.88,2018-06-11,68,0,0.0,South East
584,59,Female,Motor,803.89,2021-11-25,47,0,0.0,Midlands
585,63,Male,Motor,718.57,2021-04-26,39,0,0.0,South East
586,74,Female,Life,2683.92,2022-01-31,36,0,0.0,London
587,59,Female,Motor,2144.71,2019-09-24,42,0,0.0,North West
588,32,Male,Home,480.04,2019-06-16,28,0,0.0,London
589,56,Male,Motor,1841.73,2022-05-11,68,0,0.0,North West
590,41,Male,Home,1936.07,2018-10-18,7,0,0.0,London
591,56,Male,Home,2025.08,2022-01-18,59,0,0.0,North West
592,28,Female,Home,2282.61,2021-05-29,15,0,0.0,Wales
593,31,Male,Life,1735.48,2020-02-16,30,0,0.0,London
594,65,Male,Home,1806.98,2019-03-09,51,0,0.0,North West
595,52,Male,Motor,787.07,2022-07-03,70,0,0.0,London
596,63,Female,Health,2736.71,2021-08-22,53,0,0.0,North West
597,71,Female,Home,1820.49,2020-05-26,54,0,0.0,Wales
598,41,Female,Health,1508.25,2022-06-15,6,0,0.0,Wales
599,63,Male,Home,2982.21,2021-05-21,6,0,0.0,London
600,45,Male,Life,2847.04,2021-02-04,71,0,0.0,Wales
601,34,Male,Motor,1260.27,2019-07-21,39,0,0.0,South East
602,39,Female,Life,548.14,2022-06-26,33,0,0.0,North West
603,75,Female,Motor,2529.4,2019-01-26,44,1,12220.95,Midlands
604,74,Male,Health,1202.85,2022-11-14,59,0,0.0,London
605,74,Male,Life,2593.59,2018-02-16,54,1,8103.56,Midlands
606,61,Male,Motor,2183.98,2019-09-20,12,0,0.0,Wales
607,53,Male,Motor,1082.41,2022-06-04,24,1,1696.9,South East
608,28,Female,Motor,1376.02,2022-11-15,22,0,0.0,South East
609,37,Female,Home,1842.59,2023-11-18,37,0,0.0,Midlands
610,52,Female,Life,1855.25,2019-04-06,58,0,0.0,Midlands
611,45,Female,Home,365.36,2021-06-02,27,0,0.0,South East
612,53,Male,Home,2795.38,2020-08-14,31,0,0.0,London
613,71,Male,Motor,447.25,2019-08-28,42,1,10560.03,London
614,53,Female,Motor,864.33,2020-05-17,32,0,0.0,North West
615,60,Female,Home,2979.22,2018-03-17,54,0,0.0,North West
616,27,Female,Motor,1066.84,2021-01-16,12,0,0.0,Wales
617,29,Female,Life,2090.05,2022-01-15,19,1,13077.45,North West
618,39,Female,Home,2216.16,2021-07-16,68,0,0.0,South East
619,36,Male,Home,1536.56,2018-03-30,11,0,0.0,South East
620,46,Female,Home,723.91,2021-11-21,51,0,0.0,Midlands
621,57,Female,Life,1989.64,2022-05-05,9,0,0.0,Wales
622,39,Male,Motor,1360.69,2019-07-17,17,0,0.0,South East
623,68,Male,Home,1846.83,2022-10-13,45,0,0.0,Midlands
624,59,Male,Motor,674.16,2020-04-08,23,0,0.0,North West
625,58,Male,Home,2754.31,2019-08-18,26,0,0.0,South East
626,71,Male,Motor,2566.71,2019-08-20,9,0,0.0,Scotland
627,51,Female,Motor,2313.15,2021-01-26,25,0,0.0,London
628,36,Male,Life,1952.35,2020-12-29,35,0,0.0,London
629,26,Female,Motor,2405.53,2019-07-04,70,0,0.0,South East
630,66,Female,Motor,1346.14,2023-04-25,23,1,3780.96,Midlands
631,25,Female,Health,900.9,2020-04-10,32,1,13943.0,Wales
632,64,Female,Life,2640.29,2020-10-07,60,0,0.0,London
633,72,Female,Life,1364.21,2023-11-22,10,0,0.0,South East
634,27,Male,Home,1368.15,2018-06-10,55,0,0.0,North West
635,28,Male,Motor,1374.71,2021-06-01,42,0,0.0,Midlands
636,64,Male,Life,2739.92,2023-03-14,63,1,7759.54,London
637,62,Male,Home,1173.34,2018-04-13,28,0,0.0,Scotland
638,37,Female,Motor,1175.0,2019-11-03,21,1,10740.29,North West
639,30,Female,Life,2933.02,2019-10-17,54,0,0.0,London
640,35,Female,Home,2080.73,2019-09-07,26,0,0.0,London
641,70,Male,Home,1135.7,2023-01-02,42,0,0.0,London
642,33,Male,Motor,2366.57,2018-02-20,64,0,0.0,South East
643,25,Female,Motor,1889.93,2023-05-03,64,0,0.0,London
644,63,Male,Motor,1777.82,2020-04-30,12,1,1298.43,Midlands
645,34,Male,Life,2562.64,2021-05-07,48,0,0.0,London
646,51,Male,Motor,1067.83,2019-12-28,64,0,0.0,Midlands
647,27,Male,Life,1171.62,2022-04-02,14,0,0.0,Scotland
648,29,Female,Home,629.46,2021-01-29,48,0,0.0,South East
649,69,Male,Home,595.12,2023-12-07,17,0,0.0,North West
650,75,Female,Home,2589.05,2020-11-29,51,0,0.0,South East
651,56,Female,Home,785.75,2020-08-11,43,0,0.0,London
652,26,Female,Home,618.4,2020-04-29,59,0,0.0,Midlands
653,60,Male,Motor,843.21,2021-02-27,38,0,0.0,Midlands
654,57,Female,Life,607.36,2021-09-27,49,0,0.0,South East
655,26,Male,Motor,2551.33,2023-05-17,66,0,0.0,North West
656,55,Male,Home,2708.56,2021-10-04,65,0,0.0,Midlands
657,72,Male,Life,1108.23,2021-07-16,8,1,10439.65,North West
658,75,Female,Motor,703.12,2018-05-08,49,0,0.0,South East
659,35,Female,Motor,615.48,2021-06-16,46,0,0.0,Midlands
660,30,Female,Health,1303.28,2021-05-24,33,0,0.0,London
661,48,Male,Life,2766.06,2022-12-23,70,1,7498.62,South East
662,37,Female,Health,2277.59,2023-11-15,45,0,0.0,London
663,31,Male,Motor,398.69,2022-05-07,72,1,5009.23,London
664,63,Male,Motor,2700.8,2019-02-27,72,0,0.0,North West
665,26,Female,Home,866.58,2020-04-01,30,0,0.0,South East
666,74,Female,Life,1036.17,2019-10-08,41,1,14395.32,South East
667,31,Male,Home,1783.29,2021-01-15,24,0,0.0,Scotland
668,61,Male,Motor,1140.72,2021-10-19,62,1,920.39,Scotland
669,28,Male,Home,532.52,2022-05-25,28,0,0.0,Scotland
670,65,Female,Home,1143.59,2020-03-22,16,0,0.0,North West
671,54,Male,Motor,2466.35,2023-04-03,18,0,0.0,North West
672,70,Female,Home,2858.11,2019-08-12,39,0,0.0,Midlands
673,69,Female,Life,2682.49,2023-01-31,68,1,7392.35,Midlands
674,54,Male,Motor,1241.26,2019-06-06,71,1,12354.52,North West
675,45,Male,Life,1738.41,2022-06-30,58,0,0.0,London
676,35,Female,Home,1219.93,2022-11-01,61,0,0.0,Midlands
677,69,Male,Motor,2107.93,2023-06-17,20,0,0.0,South East
678,60,Male,Life,775.67,2022-07-21,14,0,0.0,North West
679,63,Female,Motor,2041.47,2018-09-09,17,1,2514.29,South East
680,73,Male,Life,2084.38,2023-01-30,43,0,0.0,South East
681,37,Male,Life,1154.81,2021-06-01,61,0,0.0,Scotland
682,30,Male,Home,1678.14,2019-06-07,43,1,13565.6,Wales
683,25,Female,Motor,1061.96,2018-05-08,36,0,0.0,South East
684,65,Female,Life,1396.29,2022-11-18,33,0,0.0,South East
685,37,Female,Life,1272.78,2022-09-05,25,0,0.0,Scotland
686,33,Male,Motor,2050.65,2019-08-13,68,0,0.0,Wales
687,33,Male,Motor,2476.04,2023-02-11,60,0,0.0,South East
688,52,Female,Home,909.5,2022-10-06,6,0,0.0,Scotland
689,40,Female,Home,1774.65,2022-02-12,10,0,0.0,South East
690,70,Female,Motor,1600.14,2018-11-24,24,0,0.0,South East
691,73,Female,Home,511.23,2018-12-29,37,0,0.0,North West
692,67,Male,Life,1755.83,2021-07-03,12,0,0.0,South East
693,25,Female,Home,2746.35,2021-09-19,59,0,0.0,Wales
694,43,Female,Motor,2176.64,2021-05-30,39,1,7360.83,London
695,28,Female,Life,1985.66,2021-03-20,68,1,7831.14,Scotland
696,42,Female,Motor,1058.62,2020-11-18,7,0,0.0,South East
697,62,Male,Life,1298.37,2019-12-20,39,0,0.0,London
698,36,Male,Motor,527.88,2019-08-18,25,0,0.0,North West
699,51,Female,Motor,1488.5,2019-11-17,32,0,0.0,Scotland
700,28,Female,Life,613.18,2019-11-18,65,0,0.0,Midlands
701,72,Male,Home,2205.14,2023-04-28,39,1,13119.03,London
702,53,Female,Life,2896.76,2018-06-18,18,0,0.0,North West
703,52,Female,Motor,1021.14,2019-02-07,38,0,0.0,Midlands
704,74,Male,Life,1889.56,2020-03-09,72,0,0.0,North West
705,36,Female,Home,2116.57,2018-10-06,7,0,0.0,South East
706,68,Female,Home,2258.18,2020-10-28,30,1,9481.26,London
707,63,Male,Health,2022.82,2019-05-07,17,0,0.0,London
708,67,Male,Health,2178.26,2020-11-03,43,0,0.0,Wales
709,65,Female,Health,1046.24,2022-10-15,47,0,0.0,North West
710,42,Male,Home,1198.17,2018-09-04,39,0,0.0,Midlands
711,53,Male,Home,2807.18,2022-05-28,28,0,0.0,London
712,59,Female,Motor,2037.01,2022-12-14,39,1,1557.33,South East
713,41,Female,Motor,1643.79,2018-01-04,10,0,0.0,Midlands
714,69,Female,Health,1851.53,2023-10-13,68,0,0.0,Midlands
715,71,Male,Home,308.93,2023-05-29,21,0,0.0,Wales
716,47,Female,Life,1381.66,2019-01-07,52,0,0.0,Wales
717,30,Female,Life,1082.89,2020-04-11,28,0,0.0,Wales
718,67,Male,Motor,1353.28,2019-03-14,51,0,0.0,Scotland
719,53,Male,Motor,821.35,2020-09-03,68,0,0.0,North West
720,66,Female,Home,2905.38,2023-01-15,8,1,1312.79,North West
721,27,Female,Motor,2479.18,2023-11-13,64,0,0.0,Scotland
722,59,Male,Life,929.06,2018-10-23,10,0,0.0,South East
723,26,Female,Health,1969.6,2020-09-21,22,1,9673.59,Scotland
724,75,Male,Home,760.86,2018-09-19,19,1,9127.17,South East
725,29,Male,Home,2491.11,2022-07-05,47,1,10419.28,South East
726,45,Male,Life,1901.33,2021-10-06,14,1,2547.93,Midlands
727,69,Female,Home,1484.39,2018-06-16,23,1,12786.82,South East
728,74,Male,Motor,1614.81,2018-01-27,6,1,1792.55,North West
729,43,Female,Life,2439.05,2023-05-04,22,1,9777.47,South East
730,51,Male,Health,1948.45,2018-06-04,29,0,0.0,South East
731,30,Female,Motor,312.34,2020-08-23,30,1,8187.89,London
732,48,Male,Home,1991.45,2020-05-02,41,1,2133.85,London
733,55,Female,Motor,2109.39,2018-06-26,12,0,0.0,Midlands
734,52,Female,Motor,2473.91,2023-01-31,11,1,1260.62,South East
735,35,Male,Home,613.38,2020-08-21,62,0,0.0,Midlands
736,37,Female,Motor,597.36,2020-07-21,18,0,0.0,Midlands
737,37,Female,Health,498.53,2023-06-08,12,0,0.0,London
738,64,Female,Motor,1308.41,2023-02-18,30,0,0.0,Wales
739,37,Female,Motor,2168.97,2018-09-02,41,1,12848.94,South East
740,35,Female,Motor,1096.94,2019-10-05,27,0,0.0,South East
741,39,Male,Home,1708.78,2020-06-05,66,0,0.0,Midlands
742,71,Female,Life,965.97,2021-09-02,61,0,0.0,Scotland
743,62,Male,Health,2725.28,2022-09-08,11,1,7324.46,North West
744,27,Female,Home,1594.03,2019-02-06,63,0,0.0,London
745,73,Male,Life,1397.87,2020-06-11,22,0,0.0,London
746,30,Male,Home,1123.06,2023-02-25,9,0,0.0,South East
747,33,Female,Motor,2653.19,2023-03-17,6,0,0.0,London
748,69,Female,Home,1100.79,2021-01-10,32,0,0.0,London
749,46,Male,Home,2757.01,2022-01-30,12,1,5801.07,South East
750,48,Female,Motor,1808.73,2018-10-02,32,1,5356.48,South East
751,66,Female,Life,2331.15,2020-05-09,34,0,0.0,Scotland
752,57,Female,Motor,471.1,2021-11-15,63,0,0.0,South East
753,32,Female,Life,2131.43,2023-12-23,43,0,0.0,Midlands
754,68,Male,Motor,2686.74,2018-12-24,16,0,0.0,London
755,29,Male,Motor,602.47,2019-08-30,69,1,3461.71,Wales
756,26,Female,Home,2142.49,2019-06-25,66,0,0.0,South East
757,66,Male,Motor,469.96,2020-08-09,72,0,0.0,Midlands
758,46,Female,Home,2097.81,2023-12-12,62,0,0.0,South East
759,75,Female,Motor,1002.02,2023-06-07,53,0,0.0,North West
760,28,Male,Home,1531.0,2019-11-13,26,0,0.0,Midlands
761,36,Male,Motor,615.68,2021-07-20,22,0,0.0,Midlands
762,38,Male,Life,2940.66,2019-08-29,53,0,0.0,Wales
763,59,Female,Motor,367.3,2023-08-08,24,0,0.0,Wales
764,34,Male,Health,1774.59,2023-09-10,48,0,0.0,Midlands
765,43,Male,Life,2267.07,2022-12-16,49,0,0.0,North West
766,27,Male,Life,615.57,2018-04-12,57,0,0.0,London
767,47,Male,Motor,1942.01,2020-03-10,34,0,0.0,North West
768,37,Male,Motor,2593.52,2018-12-24,71,0,0.0,South East
769,63,Male,Health,1274.88,2019-08-29,60,0,0.0,Midlands
770,43,Female,Home,2939.31,2018-12-25,33,0,0.0,South East
771,51,Female,Motor,2475.32,2022-10-03,59,1,9014.11,London
772,38,Female,Home,2642.32,2021-10-05,14,0,0.0,South East
773,49,Male,Motor,2024.78,2021-01-24,59,1,7200.74,South East
774,33,Male,Motor,1330.78,2023-07-03,11,0,0.0,Midlands
775,62,Female,Home,2297.61,2020-07-08,9,0,0.0,London
776,44,Female,Motor,2097.97,2021-03-24,59,1,13648.5,North West
777,26,Male,Life,1631.24,2018-10-01,52,0,0.0,South East
778,41,Female,Health,2509.36,2022-03-09,71,0,0.0,London
779,41,Male,Home,694.57,2023-03-04,23,0,0.0,London
780,48,Female,Home,2878.92,2018-07-19,43,0,0.0,North West
781,29,Male,Life,794.77,2019-01-23,27,0,0.0,Scotland
782,68,Female,Motor,2184.51,2022-01-24,18,0,0.0,Midlands
783,34,Male,Motor,1059.83,2023-06-10,58,0,0.0,Scotland
784,31,Male,Motor,897.01,2020-02-11,20,0,0.0,Scotland
785,32,Male,Health,1594.7,2021-06-30,52,1,6908.1,Wales
786,58,Female,Motor,1122.65,2019-05-01,34,1,10566.54,North West
787,44,Male,Motor,2949.0,2022-10-07,20,1,11733.04,North West
788,27,Male,Motor,2441.25,2023-10-05,13,0,0.0,Scotland
789,27,Male,Motor,327.74,2019-01-31,21,0,0.0,London
790,37,Male,Life,379.0,2019-08-20,41,0,0.0,Midlands
791,35,Male,Home,484.51,2018-02-27,33,0,0.0,Wales
792,35,Male,Health,566.45,2020-05-26,70,0,0.0,South East
793,69,Male,Home,2885.92,2020-01-11,51,0,0.0,Midlands
794,57,Male,Home,2355.81,2021-07-11,21,0,0.0,South East
795,56,Female,Life,1804.26,2018-06-16,16,0,0.0,London
796,43,Female,Home,1142.42,2022-12-24,34,0,0.0,Midlands
797,52,Male,Health,2715.84,2023-05-03,53,1,14981.49,South East
798,31,Female,Home,2078.08,2018-12-15,21,1,6309.05,South East
799,31,Male,Motor,2933.06,2021-10-19,31,0,0.0,Wales
800,32,Male,Life,2258.04,2021-02-14,40,0,0.0,Scotland
801,50,Female,Home,1928.55,2022-07-15,68,0,0.0,London
802,54,Male,Motor,1621.22,2020-08-03,23,1,11198.08,Scotland
803,56,Male,Health,1333.11,2021-09-01,25,0,0.0,South East
804,73,Male,Life,1703.86,2023-07-10,65,1,10100.35,South East
805,41,Female,Life,1759.43,2018-03-14,10,0,0.0,Scotland
806,32,Female,Home,2602.76,2022-12-18,64,1,3064.6,North West
807,74,Female,Health,743.19,2022-10-31,23,0,0.0,Midlands
808,73,Male,Home,1624.5,2023-04-09,66,0,0.0,London
809,28,Female,Motor,1895.82,2022-03-28,51,0,0.0,Midlands
810,28,Male,Home,646.13,2022-02-09,50,0,0.0,South East
811,73,Female,Home,1456.0,2022-01-03,58,0,0.0,North West
812,40,Male,Home,1899.84,2018-09-26,45,1,2961.8,South East
813,27,Female,Life,1440.68,2023-10-10,59,0,0.0,North West
814,62,Male,Health,1319.89,2022-05-18,47,0,0.0,Scotland
815,31,Male,Motor,1657.48,2021-10-22,27,0,0.0,Midlands
816,52,Male,Home,2587.8,2018-11-05,33,0,0.0,London
817,61,Female,Life,1986.35,2019-01-12,18,0,0.0,Midlands
818,61,Female,Home,1237.75,2018-11-11,44,0,0.0,Midlands
819,67,Female,Motor,1386.21,2023-10-12,64,0,0.0,South East
820,26,Male,Home,874.97,2023-03-30,40,0,0.0,South East
821,64,Female,Health,2261.86,2018-09-03,72,1,7206.06,London
822,72,Female,Life,1407.7,2018-09-21,32,0,0.0,Midlands
823,43,Male,Motor,1923.33,2022-07-21,36,1,3282.78,London
824,44,Female,Home,2976.49,2022-09-25,10,1,4454.32,London
825,75,Female,Life,775.16,2018-06-22,68,0,0.0,London
